validation_id,model_id,runtime_secs,MeanSquaredPercentageError_fold_0_test,MeanSquaredPercentageError_fold_1_test,MeanSquaredPercentageError_fold_2_test,MeanSquaredPercentageError_fold_3_test,MeanSquaredPercentageError_fold_4_test,MeanSquaredPercentageError_fold_5_test,MeanSquaredPercentageError_fold_6_test,MeanSquaredPercentageError_fold_7_test,MeanSquaredPercentageError_fold_8_test,MeanSquaredPercentageError_fold_9_test,MeanSquaredPercentageError_mean,MeanSquaredPercentageError_std
[dataset=load_airline]_[cv_splitter=ExpandingWindowSplitter],NaiveForecaster-last-v1,0.1713860034942627,0.0245318623893163,0.0208311191412477,0.0012128412663052,0.0149501344367956,0.0310672325448993,0.0083728480498953,0.0079719387755102,8.80521973425847e-06,0.0281908245694253,0.00390625,0.0141043856393129,0.0114513422054682
[dataset=load_airline]_[cv_splitter=ExpandingWindowSplitter],NaiveForecaster-mean-v1,0.048591136932373,0.0496806503120917,0.0737001216329518,0.0535197148585431,0.081063290173719,0.1381628510141527,0.145124716553288,0.1543367346938775,0.1232975352233248,0.1856439567139155,0.1846539539616138,0.1189183525137478,0.0512648614678223
